KCH,semester,xkrs,jgl,pjf,yxl
1802280001,2019-2020学年第二学期,43.0,100.0,72.4,9.3
1802280001,2018-2019学年第二学期,28.0,100.0,61.96,0.0
1802280001,2016-2017学年第二学期,51.0,100.0,59.96,1.96
1802280001,2015-2016学年第二学期,37.0,100.0,71.0,0.0
1802280001,2014-2015学年第二学期,58.0,100.0,69.76,1.72
1802280001,2014-2015学年第一学期,34.0,100.0,63.32,2.94
1802280001,2013-2014学年第一学期,52.0,100.0,70.1,5.77
1802280001,2012-2013学年第一学期,47.0,100.0,69.34,0.0
1802280001,2011-2012学年第一学期,54.0,100.0,73.85,7.41
1802290001,2012-2013学年第二学期,52.0,100.0,66.1,3.85
1802290001,2011-2012学年第二学期,39.0,100.0,74.26,15.38
1802290001,2010-2011学年第二学期,22.0,100.0,70.55,22.73
1802300001,2012-2013学年第二学期,17.0,100.0,78.24,0.0
1802300001,2010-2011学年第二学期,13.0,100.0,60.46,0.0
1802310001,2011-2012学年第二学期,31.0,100.0,79.26,16.13
1802310001,2010-2011学年第二学期,21.0,100.0,76.76,4.76
1802320001,2020-2021学年第二学期,13.0,100.0,80.69,7.69
1802320001,2019-2020学年第二学期,16.0,100.0,80.38,6.25
1802320001,2017-2018学年第二学期,34.0,100.0,73.59,0.0
1802320001,2016-2017学年第二学期,27.0,100.0,77.52,0.0
1802320001,2015-2016学年第二学期,14.0,100.0,77.79,0.0
1802320001,2014-2015学年第二学期,28.0,100.0,71.07,0.0
1802320001,2013-2014学年第二学期,17.0,100.0,75.88,0.0
1802320001,2012-2013学年第二学期,26.0,100.0,72.23,0.0
1802320001,2011-2012学年第二学期,22.0,100.0,72.0,0.0
1802320001,2010-2011学年第二学期,17.0,100.0,57.82,0.0
1802330001,2011-2012学年第二学期,37.0,100.0,76.0,0.0
1802330001,2010-2011学年第二学期,35.0,100.0,74.63,0.0
1802340001,2017-2018学年第二学期,10.0,100.0,80.6,0.0
1802340001,2016-2017学年第二学期,36.0,100.0,78.06,2.78
1802340001,2015-2016学年第二学期,26.0,100.0,74.23,0.0
1802340001,2014-2015学年第二学期,25.0,100.0,71.6,0.0
1802340001,2012-2013学年第一学期,16.0,100.0,67.88,12.5
1802340001,2011-2012学年第一学期,13.0,100.0,67.62,0.0
1802350001,2018-2019学年第二学期,24.0,100.0,84.71,8.33
1802350001,2017-2018学年第二学期,58.0,100.0,78.62,3.45
1802350001,2016-2017学年第二学期,36.0,100.0,77.31,5.56
1802350001,2015-2016学年第二学期,41.0,100.0,75.66,0.0
1802350001,2013-2014学年第一学期,18.0,100.0,59.83,0.0
1802350001,2012-2013学年第一学期,25.0,100.0,75.44,0.0
1802350001,2011-2012学年第一学期,18.0,100.0,58.0,11.11
1802360001,2018-2019学年第一学期,48.0,100.0,77.73,6.25
1802360001,2017-2018学年第一学期,58.0,100.0,80.1,3.45
1802360001,2016-2017学年第一学期,34.0,100.0,71.32,0.0
1802420002,2017-2018学年第二学期,10.0,100.0,83.7,0.0
1802420002,2016-2017学年第二学期,35.0,100.0,81.57,0.0
1802420002,2013-2014学年第二学期,12.0,100.0,80.0,0.0
1802430001,2014-2015学年第二学期,17.0,100.0,76.29,11.76
1802430001,2013-2014学年第二学期,15.0,100.0,78.73,20.0
1802440001,2018-2019学年第一学期,12.0,100.0,79.5,8.33
1802440001,2017-2018学年第一学期,23.0,100.0,73.87,0.0
1802440001,2016-2017学年第一学期,16.0,100.0,60.56,0.0
1802450001,2020-2021学年第一学期,29.0,100.0,69.19,0.0
1802450001,2019-2020学年第一学期,23.0,100.0,77.35,4.35
1802450001,2018-2019学年第一学期,26.0,100.0,74.73,3.85
1802450001,2017-2018学年第一学期,28.0,100.0,73.57,0.0
1802450001,2016-2017学年第一学期,39.0,100.0,70.67,2.56
1802450001,2015-2016学年第一学期,23.0,100.0,72.43,0.0
1802450001,2014-2015学年第一学期,26.0,100.0,76.19,0.0
1802450001,2013-2014学年第一学期,20.0,100.0,74.95,0.0
1802460001,2017-2018学年第一学期,19.0,100.0,77.16,5.26
1802460001,2015-2016学年第一学期,20.0,100.0,78.5,0.0
1802470001,2020-2021学年第二学期,28.0,100.0,72.07,0.0
1802470001,2019-2020学年第二学期,23.0,100.0,76.0,0.0
1802470001,2018-2019学年第二学期,23.0,100.0,79.91,8.7
1802470001,2017-2018学年第二学期,24.0,100.0,76.29,4.17
1802470001,2016-2017学年第二学期,34.0,100.0,73.32,0.0
1802470001,2015-2016学年第二学期,30.0,100.0,69.13,0.0
1802470001,2014-2015学年第二学期,30.0,100.0,68.23,3.33
1802470001,2013-2014学年第二学期,18.0,100.0,64.89,5.56
1802480001,2020-2021学年第二学期,28.0,100.0,78.68,10.71
1802480001,2020-2021学年第一学期,48.0,100.0,77.61,8.16
1802480001,2019-2020学年第二学期,39.0,100.0,76.26,5.13
1802480001,2019-2020学年第一学期,22.0,100.0,83.91,27.27
1802480001,2018-2019学年第二学期,30.0,100.0,75.1,0.0
1802480001,2018-2019学年第一学期,71.0,100.0,72.07,5.63
1802480001,2017-2018学年第二学期,1.0,100.0,80.0,0.0
1802480001,2017-2018学年第一学期,27.0,100.0,78.26,3.7
1802480002,2017-2018学年第二学期,36.0,100.0,73.94,8.33
1802480002,2016-2017学年第二学期,26.0,100.0,82.15,7.69
1802480002,2016-2017学年第一学期,62.0,100.0,70.74,1.61
1802480002,2015-2016学年第一学期,43.0,100.0,68.95,0.0
1802480002,2014-2015学年第一学期,29.0,100.0,77.03,6.9
1802480002,2013-2014学年第一学期,20.0,100.0,67.05,0.0
1802490001,2018-2019学年第一学期,24.0,100.0,84.92,0.0
1802490001,2017-2018学年第一学期,24.0,100.0,80.67,4.17
1802490001,2016-2017学年第一学期,40.0,100.0,80.85,0.0
1802490001,2015-2016学年第一学期,23.0,100.0,79.04,0.0
1802490001,2014-2015学年第一学期,27.0,100.0,75.96,0.0
1802490001,2013-2014学年第一学期,18.0,100.0,79.0,0.0
1802500001,2018-2019学年第二学期,23.0,100.0,79.83,0.0
1802500001,2017-2018学年第二学期,23.0,100.0,81.26,0.0
1802500001,2016-2017学年第二学期,39.0,100.0,81.31,0.0
1802500001,2015-2016学年第二学期,23.0,100.0,82.52,0.0
1802500001,2014-2015学年第二学期,27.0,100.0,79.74,0.0
1802500001,2013-2014学年第二学期,17.0,100.0,78.82,0.0
1802510001,2018-2019学年第二学期,23.0,100.0,79.35,4.35
1802510001,2017-2018学年第二学期,26.0,100.0,76.11,7.41
1802510001,2016-2017学年第二学期,41.0,100.0,75.41,0.0
1802510001,2015-2016学年第二学期,24.0,100.0,72.38,0.0
1802510001,2014-2015学年第二学期,33.0,100.0,67.55,0.0
1802510001,2013-2014学年第二学期,15.0,100.0,72.13,0.0
1802520001,2014-2015学年第二学期,16.0,100.0,78.31,0.0
1802610001,2018-2019学年第二学期,21.0,100.0,64.62,0.0
1802610001,2017-2018学年第二学期,23.0,100.0,74.65,4.35
1802660001,2018-2019学年第一学期,20.0,100.0,84.25,5.0
1802660001,2017-2018学年第一学期,16.0,100.0,77.31,6.25
1802660001,2016-2017学年第一学期,38.0,100.0,83.97,2.63
1802660001,2015-2016学年第一学期,21.0,100.0,82.19,9.52
1802660001,2014-2015学年第一学期,29.0,100.0,72.1,0.0
1802660001,2013-2014学年第一学期,24.0,100.0,77.17,0.0
1802670001,2020-2021学年第一学期,125.0,100.0,77.96,0.8
1802670001,2019-2020学年第一学期,118.0,100.0,80.11,1.69
1802670001,2017-2018学年第一学期,103.0,100.0,75.67,0.97
1802670001,2016-2017学年第一学期,121.0,100.0,79.61,0.0
1802670001,2015-2016学年第一学期,112.0,100.0,81.76,1.79
1802670001,2014-2015学年第一学期,91.0,100.0,79.9,3.3
1802670001,2013-2014学年第一学期,103.0,100.0,77.5,0.0
1802680001,2018-2019学年第二学期,28.0,100.0,81.75,7.14
1802680001,2017-2018学年第二学期,63.0,100.0,76.81,7.94
1802680001,2016-2017学年第二学期,25.0,100.0,76.96,0.0
1802680001,2015-2016学年第二学期,33.0,100.0,79.82,6.06
1802700001,2018-2019学年第二学期,22.0,100.0,83.27,9.09
1802700001,2017-2018学年第二学期,18.0,100.0,78.89,5.56
1802700001,2016-2017学年第二学期,20.0,100.0,78.5,0.0
1802700001,2015-2016学年第二学期,33.0,100.0,69.61,0.0
1802720001,2016-2017学年第二学期,37.0,100.0,77.95,0.0
1802720001,2015-2016学年第二学期,22.0,100.0,79.32,27.27
1802720002,2020-2021学年第一学期,27.0,100.0,75.79,0.0
1802720002,2019-2020学年第一学期,23.0,100.0,78.3,0.0
1802720002,2018-2019学年第二学期,25.0,100.0,74.2,4.0
1802720002,2017-2018学年第二学期,24.0,100.0,77.33,4.17
1802730001,2020-2021学年第二学期,26.0,100.0,67.42,6.06
1802730001,2019-2020学年第二学期,23.0,100.0,74.72,12.0
1802730002,2018-2019学年第二学期,13.0,100.0,79.62,15.38
1802730002,2017-2018学年第二学期,19.0,100.0,67.53,5.26
1802730002,2016-2017学年第一学期,23.0,100.0,61.17,4.35
1802740001,2017-2018学年第一学期,32.0,100.0,76.38,0.0
1802740002,2018-2019学年第二学期,16.0,100.0,79.06,6.25
1802740002,2016-2017学年第一学期,12.0,100.0,65.0,8.33
1802750001,2018-2019学年第一学期,119.0,100.0,60.08,1.54
1802750001,2017-2018学年第一学期,154.0,100.0,59.84,0.61
1802750001,2016-2017学年第一学期,127.0,100.0,61.77,0.79
1802760001,2020-2021学年第二学期,122.0,100.0,71.75,1.64
1802760001,2019-2020学年第二学期,103.0,100.0,68.49,0.0
1802760001,2018-2019学年第二学期,85.0,100.0,72.36,0.0
1802760001,2017-2018学年第二学期,94.0,100.0,75.02,2.13
1802760001,2016-2017学年第二学期,62.0,100.0,76.35,9.68
1802760001,2015-2016学年第二学期,15.0,100.0,54.87,6.67
1802760001,2014-2015学年第二学期,36.0,100.0,64.69,2.78
1802760001,2013-2014学年第二学期,37.0,100.0,76.76,0.0
1802770001,2020-2021学年第一学期,107.0,100.0,68.02,8.33
1802770001,2019-2020学年第一学期,78.0,100.0,66.73,5.13
1802770001,2018-2019学年第一学期,80.0,100.0,62.83,5.56
1802770001,2017-2018学年第一学期,37.0,100.0,63.79,7.69
1802770001,2016-2017学年第一学期,35.0,100.0,56.74,2.86
1802770001,2015-2016学年第一学期,48.0,100.0,67.0,10.42
1802780001,2020-2021学年第一学期,76.0,100.0,53.75,0.0
1802780001,2019-2020学年第二学期,60.0,100.0,68.36,9.09
1802780001,2019-2020学年第一学期,121.0,100.0,69.6,1.65
1802780001,2018-2019学年第二学期,79.0,100.0,68.53,4.44
1802780001,2017-2018学年第二学期,34.0,100.0,68.0,2.86
1802780001,2016-2017学年第二学期,38.0,100.0,60.68,0.0
1802780001,2015-2016学年第二学期,50.0,100.0,65.2,0.0
1802790001,2015-2016学年第二学期,28.0,100.0,81.43,0.0
1802790002,2019-2020学年第二学期,46.0,100.0,85.26,8.7
1802790002,2018-2019学年第二学期,49.0,100.0,81.73,8.16
1802790002,2017-2018学年第二学期,20.0,100.0,81.5,10.0
1802790002,2016-2017学年第二学期,15.0,100.0,81.0,6.67
1802800001,2015-2016学年第二学期,27.0,100.0,81.7,0.0
1802800002,2020-2021学年第二学期,17.0,100.0,78.71,0.0
1802800002,2019-2020学年第二学期,57.0,100.0,79.86,1.75
1802800002,2018-2019学年第二学期,54.0,100.0,81.04,3.7
1802800002,2017-2018学年第二学期,19.0,100.0,79.68,0.0
1802800002,2016-2017学年第二学期,15.0,100.0,80.0,0.0
1802820001,2020-2021学年第一学期,66.0,100.0,76.0,6.06
1802820001,2019-2020学年第一学期,90.0,100.0,74.49,10.0
1802820001,2018-2019学年第一学期,146.0,100.0,84.2,8.22
1802820001,2017-2018学年第一学期,111.0,100.0,82.57,6.31
1802820001,2016-2017学年第一学期,98.0,100.0,77.14,0.0
1802820001,2015-2016学年第一学期,83.0,100.0,82.45,7.23
1802830001,2017-2018学年第二学期,23.0,100.0,82.7,8.7
1802830001,2016-2017学年第二学期,22.0,100.0,74.36,0.0
1802840001,2017-2018学年第二学期,16.0,100.0,82.5,6.25
1802850001,2020-2021学年第二学期,25.0,100.0,73.08,0.0
1802850001,2019-2020学年第二学期,28.0,100.0,79.5,0.0
1802850001,2018-2019学年第二学期,24.0,100.0,77.56,0.0
1802850001,2018-2019学年第一学期,17.0,100.0,75.24,0.0
1802850001,2017-2018学年第一学期,20.0,100.0,70.65,0.0
1900100001,2012-2013学年第二学期,37.0,100.0,63.95,8.11
1900100001,2011-2012学年第二学期,61.0,100.0,76.75,16.39
1900100001,2010-2011学年第二学期,52.0,100.0,77.25,7.69
1900100001,2009-2010学年第二学期,94.0,100.0,70.51,3.19
1900100001,2008-2009学年第二学期,77.0,100.0,70.14,2.6
1900100001,2007-2008学年第二学期,33.0,100.0,64.09,15.15
1900110001,2016-2017学年第二学期,272.0,100.0,0.0,0.0
1900110001,2015-2016学年第二学期,264.0,100.0,0.0,0.0
1900110001,2014-2015学年第二学期,250.0,100.0,0.0,0.0
1900110001,2013-2014学年第二学期,238.0,100.0,0.0,0.0
1900110001,2012-2013学年第二学期,255.0,100.0,0.0,0.0
1900110001,2011-2012学年第二学期,202.0,100.0,0.0,0.0
1900110001,2010-2011学年第二学期,204.0,100.0,0.0,0.0
1900110001,2009-2010学年第二学期,162.0,100.0,0.0,0.0
1900110001,2008-2009学年第二学期,169.0,100.0,0.0,0.0
1900110001,2007-2008学年第二学期,157.0,100.0,0.0,0.0
1900140001,2020-2021学年第二学期,49.0,100.0,62.06,4.0
1900140001,2019-2020学年第二学期,86.0,100.0,65.67,2.33
1900140001,2018-2019学年第二学期,23.0,100.0,53.32,4.0
1900140001,2017-2018学年第二学期,41.0,100.0,64.17,2.44
1900140001,2016-2017学年第二学期,24.0,100.0,61.08,4.17
1900140001,2014-2015学年第二学期,16.0,100.0,42.0,0.0
1900140001,2012-2013学年第二学期,19.0,100.0,57.32,0.0
1900140001,2011-2012学年第二学期,29.0,100.0,65.62,3.45
1900140001,2007-2008学年第一学期,71.0,100.0,72.15,4.23
1900140001,2006-2007学年第一学期,78.0,100.0,61.73,1.28
1900150001,2020-2021学年第二学期,225.0,100.0,68.69,5.42
1900150001,2020-2021学年第一学期,204.0,100.0,69.88,7.8
1900150001,2019-2020学年第二学期,181.0,100.0,74.26,12.37
1900150001,2019-2020学年第一学期,173.0,100.0,64.14,1.73
1900150001,2018-2019学年第二学期,175.0,100.0,69.33,4.35
1900150001,2018-2019学年第一学期,179.0,100.0,69.37,4.28
1900150001,2017-2018学年第二学期,166.0,100.0,62.85,1.13
1900150001,2017-2018学年第一学期,153.0,100.0,64.39,5.0
1900150001,2016-2017学年第二学期,204.0,100.0,65.95,1.47
1900150001,2016-2017学年第一学期,307.0,100.0,64.28,2.28
1900170001,2020-2021学年第一学期,49.0,100.0,70.59,8.16
1900170001,2019-2020学年第一学期,44.0,100.0,60.77,4.55
1900170001,2018-2019学年第一学期,33.0,100.0,50.3,0.0
1900170001,2017-2018学年第一学期,42.0,100.0,66.11,6.82
1900170001,2016-2017学年第一学期,25.0,100.0,62.6,4.0
1900170002,2011-2012学年第二学期,24.0,100.0,68.58,0.0
1900170002,2010-2011学年第二学期,26.0,100.0,74.19,19.23
1900170002,2007-2008学年第二学期,27.0,100.0,70.15,3.7
1900180001,2013-2014学年第二学期,81.0,100.0,72.49,2.47
1900180001,2012-2013学年第二学期,69.0,100.0,77.62,2.9
1900180001,2011-2012学年第二学期,61.0,100.0,75.57,8.2
1900180001,2010-2011学年第二学期,56.0,100.0,77.0,1.79
1900180001,2009-2010学年第二学期,43.0,100.0,69.37,2.33
1900180001,2008-2009学年第一学期,90.0,100.0,80.21,11.11
1900180001,2007-2008学年第一学期,70.0,100.0,45.79,4.29
1900180001,2005-2006学年第一学期,65.0,100.0,,0.0
1900180001,2004-2005学年第二学期,59.0,100.0,,0.0
1900180001,2003-2004学年第二学期,30.0,100.0,,0.0
1900190001,2020-2021学年第一学期,49.0,100.0,75.82,2.0
1900190001,2019-2020学年第一学期,61.0,100.0,77.62,13.11
1900190001,2018-2019学年第一学期,68.0,100.0,74.68,10.14
1900190001,2017-2018学年第一学期,47.0,100.0,70.91,2.13
1900190001,2016-2017学年第一学期,63.0,100.0,72.78,0.0
1900190001,2015-2016学年第一学期,73.0,100.0,76.38,2.74
1900190001,2014-2015学年第一学期,60.0,100.0,69.65,0.0
1900190001,2013-2014学年第一学期,64.0,100.0,80.66,7.81
1900190001,2012-2013学年第一学期,47.0,100.0,79.68,12.77
1900190001,2004-2005学年第一学期,60.0,100.0,,0.0
1900260001,2008-2009学年第二学期,102.0,100.0,69.49,6.86
1900260001,2007-2008学年第二学期,102.0,100.0,72.6,4.9
1900260001,2006-2007学年第二学期,131.0,100.0,72.68,8.4
1900260001,2005-2006学年第二学期,537.0,100.0,,0.0
1900260001,2004-2005学年第二学期,255.0,100.0,,0.0
1900270001,2020-2021学年第二学期,21.0,100.0,71.48,9.52
1900270001,2019-2020学年第二学期,48.0,100.0,76.42,18.75
1900270001,2018-2019学年第二学期,30.0,100.0,71.67,6.67
1900270001,2014-2015学年第二学期,33.0,100.0,80.73,9.09
1900270001,2013-2014学年第二学期,27.0,100.0,71.63,11.11
1900270001,2012-2013学年第二学期,13.0,100.0,33.85,7.69
1900270001,2008-2009学年第二学期,19.0,100.0,57.89,10.53
1900270001,2007-2008学年第二学期,14.0,100.0,74.0,35.71
1900300001,2020-2021学年第一学期,174.0,100.0,69.42,10.33
1900300001,2019-2020学年第一学期,169.0,100.0,67.56,0.0
1900300001,2018-2019学年第二学期,86.0,100.0,63.02,13.33
1900300001,2018-2019学年第一学期,128.0,100.0,68.04,2.9
1900300001,2017-2018学年第二学期,42.0,100.0,54.43,2.27
1900300001,2017-2018学年第一学期,93.0,100.0,72.53,7.07
1900300002,2016-2017学年第二学期,46.0,100.0,53.02,0.0
1900300002,2015-2016学年第二学期,82.0,100.0,69.68,7.32
1900300002,2014-2015学年第二学期,40.0,100.0,71.45,15.0
1900300002,2013-2014学年第二学期,77.0,100.0,51.49,1.3
1900300003,2012-2013学年第二学期,26.0,100.0,53.35,11.54
1900300003,2011-2012学年第二学期,64.0,100.0,58.34,10.94
1900300003,2010-2011学年第二学期,40.0,100.0,62.6,10.0
1900300003,2009-2010学年第二学期,54.0,100.0,62.96,3.7
1900300003,2008-2009学年第二学期,46.0,100.0,54.15,6.52
1900300003,2007-2008学年第二学期,37.0,100.0,64.43,0.0
1900300003,2006-2007学年第二学期,18.0,100.0,70.67,5.56
1900330001,2020-2021学年第一学期,36.0,100.0,75.22,10.81
1900330001,2019-2020学年第一学期,52.0,100.0,66.29,1.92
1900330001,2018-2019学年第一学期,75.0,100.0,65.9,4.44
1900330001,2017-2018学年第一学期,72.0,100.0,60.05,2.47
1900330001,2016-2017学年第一学期,78.0,100.0,62.96,1.28
1900330001,2015-2016学年第二学期,65.0,100.0,64.32,0.0
1900330001,2015-2016学年第一学期,29.0,100.0,60.55,6.9
1900330001,2014-2015学年第一学期,88.0,100.0,67.19,10.23
1900330001,2013-2014学年第一学期,89.0,100.0,70.18,1.12
1900330001,2012-2013学年第一学期,67.0,100.0,73.73,7.46
1900360001,2017-2018学年第二学期,133.0,100.0,67.71,6.67
1900360001,2016-2017学年第二学期,198.0,100.0,70.48,6.57
1900360001,2015-2016学年第二学期,231.0,100.0,69.55,4.76
1900360001,2014-2015学年第二学期,261.0,100.0,74.18,13.03
1900360001,2012-2013学年第二学期,823.0,100.0,70.85,8.99
1900360001,2011-2012学年第二学期,779.0,100.0,73.04,6.03
1900360001,2010-2011学年第二学期,832.0,100.0,69.09,5.53
1900360001,2009-2010学年第二学期,879.0,100.0,73.79,13.99
1900360001,2008-2009学年第二学期,978.0,100.0,71.82,4.7
1900360001,2007-2008学年第二学期,781.0,100.0,70.54,5.38
1900390001,2008-2009学年第二学期,174.0,100.0,77.52,9.77
1900390001,2007-2008学年第二学期,213.0,100.0,70.78,4.23
1900410001,2020-2021学年第二学期,204.0,100.0,67.12,5.26
1900410001,2020-2021学年第一学期,563.0,100.0,73.89,15.77
1900410001,2019-2020学年第二学期,256.0,100.0,64.44,6.67
1900410001,2019-2020学年第一学期,591.0,100.0,69.85,9.64
1900410001,2018-2019学年第一学期,578.0,100.0,69.38,7.57
1900410001,2017-2018学年第二学期,312.0,100.0,63.34,4.71
1900410001,2017-2018学年第一学期,310.0,100.0,63.97,4.95
1900410001,2016-2017学年第二学期,254.0,100.0,68.85,7.48
1900410001,2016-2017学年第一学期,315.0,100.0,73.65,6.35
1900410001,2015-2016学年第二学期,305.0,100.0,74.33,11.48
1900420001,2020-2021学年第二学期,100.0,100.0,67.6,6.31
1900420001,2020-2021学年第一学期,67.0,100.0,68.24,9.33
1900420001,2019-2020学年第二学期,111.0,100.0,72.48,14.16
1900420001,2019-2020学年第一学期,133.0,100.0,68.08,6.02
1900420001,2018-2019学年第二学期,118.0,100.0,74.5,12.61
1900420001,2018-2019学年第一学期,132.0,100.0,69.1,7.53
1900420001,2017-2018学年第二学期,144.0,100.0,67.29,4.79
1900420001,2017-2018学年第一学期,71.0,100.0,69.97,9.21
1900420001,2016-2017学年第二学期,155.0,100.0,70.03,5.81
1900420001,2016-2017学年第一学期,75.0,100.0,66.4,5.33
1900420002,2019-2020学年第二学期,125.0,100.0,64.28,4.9
1900420002,2018-2019学年第二学期,130.0,100.0,63.86,8.33
1900420002,2017-2018学年第二学期,115.0,100.0,61.14,6.57
1900420002,2016-2017学年第二学期,163.0,100.0,68.37,6.13
1900420002,2015-2016学年第二学期,131.0,100.0,66.79,4.58
1900420002,2014-2015学年第二学期,132.0,100.0,67.47,3.79
1900420002,2013-2014学年第二学期,131.0,100.0,66.82,2.29
1900420002,2012-2013学年第二学期,127.0,100.0,66.88,3.15
1900420002,2011-2012学年第二学期,126.0,100.0,73.0,13.49
1900420002,2010-2011学年第二学期,139.0,100.0,67.19,1.44
1900470001,2020-2021学年第二学期,65.0,100.0,66.68,1.41
1900470001,2019-2020学年第二学期,69.0,100.0,73.69,11.69
1900470001,2018-2019学年第二学期,70.0,100.0,70.79,11.11
1900470001,2017-2018学年第二学期,88.0,100.0,71.83,4.3
1900470001,2016-2017学年第二学期,58.0,100.0,75.34,8.62
1900470001,2015-2016学年第二学期,71.0,100.0,73.1,5.63
1900470001,2014-2015学年第二学期,72.0,100.0,73.39,5.56
1900470001,2013-2014学年第二学期,82.0,100.0,69.79,3.66
1900470001,2012-2013学年第二学期,70.0,100.0,67.09,1.43
1900470001,2011-2012学年第二学期,68.0,100.0,73.71,5.88
1900480001,2020-2021学年第一学期,235.0,100.0,63.52,1.79
1900480001,2019-2020学年第二学期,273.0,100.0,75.61,7.42
1900480001,2018-2019学年第二学期,297.0,100.0,73.03,4.13
1900480001,2017-2018学年第二学期,262.0,100.0,71.64,7.86
1900480001,2016-2017学年第二学期,256.0,100.0,71.33,4.28
1900480001,2015-2016学年第二学期,305.0,100.0,71.98,7.52
1900480001,2014-2015学年第二学期,293.0,100.0,64.18,0.68
1900480001,2013-2014学年第二学期,292.0,100.0,61.91,0.0
1900480001,2012-2013学年第二学期,253.0,100.0,65.96,0.0
1900480001,2011-2012学年第二学期,233.0,100.0,71.77,0.0
1900490001,2020-2021学年第二学期,248.0,100.0,60.99,3.31
1900490001,2020-2021学年第一学期,280.0,100.0,69.99,4.87
1900490001,2019-2020学年第一学期,283.0,100.0,72.63,4.95
1900490001,2018-2019学年第一学期,272.0,100.0,63.18,5.54
1900490001,2017-2018学年第一学期,294.0,100.0,67.34,6.54
1900490001,2016-2017学年第一学期,320.0,100.0,63.7,0.63
1900490001,2015-2016学年第一学期,299.0,100.0,62.2,3.01
1900490001,2014-2015学年第一学期,323.0,100.0,67.73,6.19
1900490001,2013-2014学年第一学期,267.0,100.0,60.07,0.75
1900490001,2012-2013学年第一学期,256.0,100.0,65.3,0.39
1900510001,2020-2021学年第二学期,19.0,100.0,74.63,15.79
1900510001,2019-2020学年第一学期,52.0,100.0,89.15,38.46
1900510001,2008-2009学年第一学期,20.0,100.0,66.35,10.0
1900510001,2007-2008学年第一学期,46.0,100.0,48.87,10.87
1900510001,2006-2007学年第一学期,26.0,100.0,80.15,19.23
1900530001,2020-2021学年第二学期,33.0,100.0,77.76,9.09
1900530001,2019-2020学年第二学期,20.0,100.0,61.14,4.55
1900530001,2017-2018学年第二学期,15.0,100.0,77.07,6.67
1900530001,2016-2017学年第二学期,52.0,100.0,73.42,9.62
1900530001,2015-2016学年第二学期,68.0,100.0,71.6,10.29
1900530001,2014-2015学年第二学期,78.0,100.0,75.28,5.13
1900530001,2013-2014学年第二学期,70.0,100.0,73.34,2.86
1900530001,2012-2013学年第二学期,62.0,100.0,71.63,9.68
1900530001,2011-2012学年第二学期,57.0,100.0,79.6,5.26
1900530001,2010-2011学年第二学期,42.0,100.0,73.69,2.38
1900540001,2013-2014学年第一学期,52.0,100.0,78.42,21.15
1900540001,2012-2013学年第一学期,51.0,100.0,77.57,13.73
1900540001,2011-2012学年第一学期,52.0,100.0,77.54,9.62
1900540001,2010-2011学年第一学期,45.0,100.0,70.64,4.44
1900540001,2009-2010学年第一学期,63.0,100.0,77.51,11.11
1900540001,2008-2009学年第一学期,78.0,100.0,77.45,16.67
1900540001,2007-2008学年第一学期,65.0,100.0,76.54,9.23
1900540001,2006-2007学年第一学期,59.0,100.0,77.0,15.25
1900540001,2005-2006学年第一学期,42.0,100.0,,0.0
1900600001,2020-2021学年第二学期,83.0,100.0,67.07,12.09
1900600001,2020-2021学年第一学期,3482.0,100.0,71.56,7.85
1900600001,2019-2020学年第二学期,77.0,100.0,63.92,8.33
1900600001,2019-2020学年第一学期,3021.0,100.0,79.53,11.15
1900600001,2018-2019学年第一学期,2887.0,100.0,79.62,13.48
1900600001,2017-2018学年第二学期,15.0,100.0,45.8,6.67
1900600001,2017-2018学年第一学期,1549.0,100.0,79.4,14.1
1900620001,2011-2012学年第一学期,268.0,100.0,80.59,19.03
1900620001,2006-2007学年第一学期,110.0,100.0,0.0,0.0
1900620001,2005-2006学年第一学期,96.0,100.0,,0.0
1900620002,2012-2013学年第一学期,69.0,100.0,76.45,8.7
1900620003,2012-2013学年第一学期,103.0,100.0,73.15,8.74
1900620004,2020-2021学年第一学期,70.0,100.0,86.17,34.29
1900620004,2017-2018学年第一学期,66.0,100.0,76.45,16.42
1900620004,2016-2017学年第一学期,47.0,100.0,79.45,31.91
1900620004,2015-2016学年第一学期,102.0,100.0,81.46,35.29
1900620004,2014-2015学年第一学期,53.0,100.0,74.26,26.42
1900620004,2013-2014学年第一学期,167.0,100.0,72.26,20.36
1900640001,2020-2021学年第二学期,3434.0,100.0,64.62,5.67
1900640001,2020-2021学年第一学期,83.0,100.0,54.62,7.61
1900640001,2019-2020学年第二学期,3063.0,100.0,69.7,7.36
1900640001,2019-2020学年第一学期,87.0,100.0,62.24,4.6
1900640001,2018-2019学年第二学期,3031.0,100.0,71.47,5.4
1900640001,2018-2019学年第一学期,80.0,100.0,35.53,0.0
1900640001,2017-2018学年第二学期,2794.0,100.0,69.84,3.64
1900640001,2017-2018学年第一学期,63.0,100.0,43.59,0.0
1900670001,2011-2012学年第二学期,197.0,100.0,71.02,5.58
1900670001,2005-2006学年第二学期,98.0,100.0,,0.0
1900670002,2011-2012学年第二学期,151.0,100.0,73.38,14.57
1900690001,2020-2021学年第一学期,3198.0,100.0,67.54,6.49
1900690001,2019-2020学年第二学期,70.0,100.0,73.92,13.51
1900690001,2019-2020学年第一学期,3454.0,100.0,77.07,6.9
1900690001,2018-2019学年第二学期,53.0,100.0,39.85,0.0
1900690001,2018-2019学年第一学期,3841.0,100.0,73.53,6.71
1900690001,2017-2018学年第二学期,52.0,100.0,41.92,3.33
